0.043631285	-0.042203292	0.011500547	0.00018608817	-0.093311384	0.2504469	0.14925072	-0.090216115	0.053019665	-0.03944042	-0.12514012	0.10161261	-0.042668346	-0.040643703	0.19021444	-0.06811012
-0.053668834	0.05229409	-0.07129413	-0.07911381	-0.05387375	0.22914805	0.2142609	-0.025967976	0.08707338	-0.173031	-0.06911503	-0.01930485	-0.011225078	-0.080308035	0.23449282	-0.12771647
-0.17466463	0.15084738	-0.18044414	-0.21140829	0.07194465	-0.023420466	-0.051356364	0.13700426	0.18188956	-0.26081103	0.15560938	-0.14662698	0.16464023	-0.2132612	0.014285415	-0.19387032
-0.05043027	0.023928285	-0.12144503	-0.124480724	-0.11834163	0.20614852	0.17890793	-0.01779443	0.1127418	-0.21484041	-0.08684714	-0.018540576	-0.06653199	-0.13527548	0.23452818	-0.13900849
-0.09099644	0.089285344	-0.061711088	-0.15259184	-0.010349874	0.1727796	0.12316571	0.08958134	0.17054869	-0.12471471	0.0013841956	-0.045761187	-0.0026962077	-0.17012337	0.14570591	-0.14905739
-0.016588403	-0.08939095	-0.0022424662	-0.015093914	-0.17672253	0.14858715	0.1325422	-0.10929667	0.0195242	-0.050363913	-0.09938741	0.13364029	-0.09423072	0.025913255	0.23532428	-0.06887221
-0.0978343	0.07840784	-0.096266225	-0.18401179	0.034544516	0.06909375	0.009721842	0.04935203	0.15037242	-0.210147	-0.03527804	-0.11335748	0.06183771	-0.16878773	0.120035395	-0.18929474
-0.11752539	0.110213615	-0.08572391	-0.11143211	-0.004974838	0.10598643	0.037211783	0.083527535	0.12085172	-0.1359169	0.011962629	-0.06758576	0.07043266	-0.12457052	0.14733455	-0.120357335
-0.21334405	0.187849	-0.17922966	-0.19846843	0.1259421	-0.025431069	0.0043529505	0.11953675	0.22081909	-0.26587087	0.039955013	-0.105775915	0.09510861	-0.23418948	0.023870945	-0.2310258
-0.11929851	0.035337318	-0.12524363	-0.13198684	-0.020834511	0.08531381	0.107497446	0.069418296	0.16422105	-0.10964138	-0.036653664	-0.023089884	0.033784598	-0.083565675	0.06601808	-0.12037056
0.11733676	-0.15947276	0.069465995	-0.012835953	-0.20038584	0.17390686	0.16553204	-0.084850036	-0.044484995	0.009798057	-0.16495456	0.14070165	-0.118725725	-0.008667735	0.20242582	0.05615798
0.0054124426	0.0063480884	-0.0005890053	-0.10934233	-0.1321204	0.110214196	0.10711413	0.009378443	0.022909826	-0.0734924	-0.08113268	-0.00068927166	-0.02020143	-0.075093634	0.1358898	-0.07638438
0.022195546	-0.104541235	0.0597642	0.0011954338	-0.15698484	0.21633525	0.19548136	-0.14659926	0.016902857	0.00093385193	-0.18239088	0.14201427	-0.1609796	0.06778058	0.24660175	-0.027797826
-0.16272436	0.092747	-0.10179646	-0.17797297	0.049212847	0.01878867	0.018366741	0.083698206	0.1698025	-0.15657203	0.07195335	-0.109944254	0.05640237	-0.095622376	0.018484645	-0.12119731
0.010638045	-0.017440828	0.0024906415	-0.080743805	-0.034031384	0.22414029	0.16008991	0.03830715	0.060800754	-0.05730702	-0.12389299	-0.01027757	-0.060099144	-0.02728135	0.15648253	-0.05390255
-0.02338197	-0.01646442	-0.057726067	-0.085550666	-0.03206549	0.07043914	0.044381384	0.023416499	0.07464046	-0.110484056	-0.06379547	0.010175314	-0.013330928	-0.08455435	0.12842087	-0.10940571
0.07295397	-0.089912064	0.012273904	-0.036774058	-0.114511445	0.17160986	0.15808837	-0.06253239	-0.013914403	-0.0150371315	-0.12977688	0.08237871	-0.09658657	0.04949448	0.14983748	-0.044362426
